; matrix-scan  -v 1 -quick -seq_format fasta -i $RSAT/public_html/tmp/apache/2014/09/06/peak-motifs.2014-09-06.011249_2014-09-06.011249_H1RYPN/data/sequences/peak-motifs_test_maxlen1000.fasta -matrix_format transfac -m $RSAT/public_html/tmp/apache/2014/09/06/peak-motifs.2014-09-06.011249_2014-09-06.011249_H1RYPN/results/discovered_motifs/oligos_8nt_mkv2/peak-motifs_oligos_8nt_mkv2.tf -pseudo 1 -2str -decimals 1 -bg_pseudo 0.01 -n score -lth score -5 -bginput -markov 1 -return distrib -return occ_proba -o $RSAT/public_html/tmp/apache/2014/09/06/peak-motifs.2014-09-06.011249_2014-09-06.011249_H1RYPN/results/discovered_motifs/oligos_8nt_mkv2/peak-motifs_oligos_8nt_mkv2_scan_mkv1_enrichment.tab
; Quick counting mode          
; Input files
;	input	/vh/rsat/rsat/public_html/tmp/apache/2014/09/06/peak-motifs.2014-09-06.011249_2014-09-06.011249_H1RYPN/data/sequences/peak-motifs_test_maxlen1000.fasta
; Matrix files
;	matrix 1	/vh/rsat/rsat/public_html/tmp/apache/2014/09/06/peak-motifs.2014-09-06.011249_2014-09-06.011249_H1RYPN/results/discovered_motifs/oligos_8nt_mkv2/peak-motifs_oligos_8nt_mkv2.tf
; Sequence format      	fasta
; Output files
;	output	/vh/rsat/rsat/public_html/tmp/apache/2014/09/06/peak-motifs.2014-09-06.011249_2014-09-06.011249_H1RYPN/results/discovered_motifs/oligos_8nt_mkv2/peak-motifs_oligos_8nt_mkv2_scan_mkv1_enrichment.tab
; Pseudo counts        	1
; Background model
;	Method        	input
;	Markov order  	1
;	Strand        	undef
;	Background pseudo-frequency	0.01
;	Residue probabilities
;		a	0.29011
;		c	0.21156
;		g	0.20757
;		t	0.29076
; Thresholds	lower	upper
;	score 	-5   	NA
;
; Matrices
;	matrix	name           	ncol	nrow	pseudo	Wmin	Wmax	Wrange
;	1	oligos_8nt_mkv2	12	4	1	-16.700	12.700	29.400	a:0.290 c:0.212 g:0.208 t:0.291 
;
; Score distribution
#matrix	score	occ	occ_cum	inv_cum	inv_cum_freq	occ_prior	exp_occ	occ_Pval	occ_Eval	occ_sig	occ_sig_rank
oligos_8nt_mkv2	1.6	11	19442	178	9.073300e-03	8.733530e-03	171.33	3.146068e-01	3.492136e+01	-1.54	67
oligos_8nt_mkv2	1.7	16	19458	162	8.257722e-03	8.109926e-03	159.10	4.193477e-01	4.654759e+01	-1.67	68
oligos_8nt_mkv2	1.8	9	19467	153	7.798960e-03	7.623973e-03	149.57	3.999800e-01	4.439778e+01	-1.65	69
oligos_8nt_mkv2	1.9	12	19479	141	7.187277e-03	7.086083e-03	139.01	4.442645e-01	4.931336e+01	-1.69	70
oligos_8nt_mkv2	2.0	9	19488	132	6.728515e-03	6.512896e-03	127.77	3.654129e-01	4.056084e+01	-1.61	71
oligos_8nt_mkv2	2.1	13	19501	119	6.065858e-03	6.005483e-03	117.82	4.687538e-01	5.203167e+01	-1.72	72
oligos_8nt_mkv2	2.2	14	19515	105	5.352228e-03	5.519099e-03	108.27	6.367567e-01	7.067999e+01	-1.85	73
oligos_8nt_mkv2	2.3	8	19523	97	4.944439e-03	5.059106e-03	99.25	6.030609e-01	6.693976e+01	-1.83	74
oligos_8nt_mkv2	2.4	9	19532	88	4.485676e-03	4.688857e-03	91.99	6.755465e-01	7.498566e+01	-1.87	75
oligos_8nt_mkv2	2.5	3	19535	85	4.332756e-03	4.308985e-03	84.53	4.942690e-01	5.486386e+01	-1.74	76
oligos_8nt_mkv2	2.6	3	19538	82	4.179835e-03	3.912626e-03	76.76	2.892253e-01	3.210401e+01	-1.51	77
oligos_8nt_mkv2	2.7	5	19543	77	3.924967e-03	3.596755e-03	70.56	2.363156e-01	2.623104e+01	-1.42	78
oligos_8nt_mkv2	2.8	5	19548	72	3.670099e-03	3.359492e-03	65.91	2.416714e-01	2.682552e+01	-1.43	79
oligos_8nt_mkv2	2.9	3	19551	69	3.517178e-03	3.110725e-03	61.03	1.684021e-01	1.869263e+01	-1.27	80
oligos_8nt_mkv2	3.0	5	19556	64	3.262310e-03	2.884232e-03	56.58	1.775468e-01	1.970770e+01	-1.29	81
oligos_8nt_mkv2	3.1	4	19560	60	3.058416e-03	2.677910e-03	52.54	1.673852e-01	1.857975e+01	-1.27	82
oligos_8nt_mkv2	3.2	2	19562	58	2.956469e-03	2.513861e-03	49.32	1.230955e-01	1.366360e+01	-1.14	83
oligos_8nt_mkv2	3.3	7	19569	51	2.599653e-03	2.367664e-03	46.45	2.706412e-01	3.004118e+01	-1.48	84
oligos_8nt_mkv2	3.4	6	19575	45	2.293812e-03	2.246659e-03	44.07	4.645255e-01	5.156233e+01	-1.71	85
oligos_8nt_mkv2	3.5	1	19576	44	2.242838e-03	2.122798e-03	41.65	3.777935e-01	4.193507e+01	-1.62	86
oligos_8nt_mkv2	3.6	1	19577	43	2.191865e-03	2.001390e-03	39.26	2.958238e-01	3.283644e+01	-1.52	87
oligos_8nt_mkv2	3.7	5	19582	38	1.936997e-03	1.898630e-03	37.25	4.726224e-01	5.246109e+01	-1.72	88
oligos_8nt_mkv2	3.9	2	19584	36	1.835049e-03	1.712701e-03	33.60	3.618209e-01	4.016212e+01	-1.60	89
oligos_8nt_mkv2	4.0	1	19585	35	1.784076e-03	1.605364e-03	31.49	2.887140e-01	3.204726e+01	-1.51	90
oligos_8nt_mkv2	4.1	2	19587	33	1.682129e-03	1.486157e-03	29.16	2.614384e-01	2.901966e+01	-1.46	91
oligos_8nt_mkv2	4.2	1	19588	32	1.631155e-03	1.389292e-03	27.26	2.046793e-01	2.271940e+01	-1.36	92
oligos_8nt_mkv2	4.3	2	19590	30	1.529208e-03	1.282086e-03	25.15	1.903471e-01	2.112853e+01	-1.32	93
oligos_8nt_mkv2	4.4	2	19592	28	1.427261e-03	1.185559e-03	23.26	1.870428e-01	2.076175e+01	-1.32	94
oligos_8nt_mkv2	4.5	3	19595	25	1.274340e-03	1.093315e-03	21.45	2.483299e-01	2.756461e+01	-1.44	95
oligos_8nt_mkv2	4.6	1	19596	24	1.223366e-03	9.796926e-04	19.22	1.634274e-01	1.814044e+01	-1.26	96
oligos_8nt_mkv2	4.7	6	19602	18	9.175247e-04	8.946817e-04	17.55	4.889812e-01	5.427691e+01	-1.73	97
oligos_8nt_mkv2	4.8	3	19605	15	7.646039e-04	8.046681e-04	15.79	6.123736e-01	6.797347e+01	-1.83	98
oligos_8nt_mkv2	4.9	2	19607	13	6.626567e-04	7.126349e-04	13.98	6.396866e-01	7.100521e+01	-1.85	99
oligos_8nt_mkv2	5.0	1	19608	12	6.116831e-04	6.480887e-04	12.71	6.172702e-01	6.851699e+01	-1.84	100
oligos_8nt_mkv2	5.1	1	19609	11	5.607096e-04	5.738142e-04	11.26	5.704607e-01	6.332114e+01	-1.80	101
oligos_8nt_mkv2	5.3	1	19610	10	5.097360e-04	4.579390e-04	8.98	4.104630e-01	4.556139e+01	-1.66	102
oligos_8nt_mkv2	5.5	1	19611	9	4.587624e-04	3.764378e-04	7.38	3.222837e-01	3.577349e+01	-1.55	103
oligos_8nt_mkv2	5.6	1	19612	8	4.077888e-04	3.381244e-04	6.63	3.468205e-01	3.849708e+01	-1.59	104
oligos_8nt_mkv2	5.9	1	19613	7	3.568152e-04	2.672257e-04	5.24	2.740397e-01	3.041841e+01	-1.48	105
oligos_8nt_mkv2	6.1	1	19614	6	3.058416e-04	2.381645e-04	4.67	3.267461e-01	3.626882e+01	-1.56	106
oligos_8nt_mkv2	6.4	2	19616	4	2.038944e-04	1.995463e-04	3.91	5.497082e-01	6.101761e+01	-1.79	107
oligos_8nt_mkv2	6.6	1	19617	3	1.529208e-04	1.769184e-04	3.47	6.737399e-01	7.478513e+01	-1.87	108
oligos_8nt_mkv2	12.4	1	19618	2	1.019472e-04	2.793982e-07	0.01	1.496643e-05	1.661273e-03	2.78	109
oligos_8nt_mkv2	12.6	1	19619	1	5.097360e-05	1.480903e-07	0.00	2.901020e-03	3.220132e-01	0.49	110
oligos_8nt_mkv2	13.1	1	19620	0	0.000000e+00	8.996359e-08	0.00	1.000000e+00	1.110000e+02	-2.05	111
; Number of sequences scanned	109
; Sum of sequence lengths	11009
; N residues           	0
; Matches per matrix
;	matrix	name           	matches	scored
;	1	oligos_8nt_mkv2	19618	19618
;		TOTAL          	19618	19618
; Host name	biow
; Job started	2014-09-06.012149
; Job done	2014-09-06.012150
; Seconds	0.8
;	user	0.8
;	system	0.03
;	cuser	0.23
;	csystem	0.02
