#key	theor	matrix_sites_cv_loo	matrix_sites	sequence_set1	sequence_set1_2perm
-49.3	<NULL>	<NULL>	<NULL>	<NULL>	      1
-49.2	<NULL>	<NULL>	<NULL>	<NULL>	      1
-49.1	1.0e+00	<NULL>	<NULL>	<NULL>	      1
-7.7	2.5e-02	1.00000	1.00000	0.0252619	0.0313457
-7.6	2.4e-02	1.00000	1.00000	0.0245138	0.0304568
-7.5	2.3e-02	1.00000	1.00000	0.0237718	0.0295809
-7.4	2.3e-02	1.00000	1.00000	0.0230412	0.0287101
-7.3	2.2e-02	1.00000	1.00000	0.0223187	0.0278591
-7.2	2.1e-02	1.00000	1.00000	0.021616	0.0270091
-7.1	2.1e-02	1.00000	1.00000	0.0209194	0.0261731
-7	2.0e-02	1.00000	1.00000	0.0202085	0.0253487
-6.9	1.9e-02	1.00000	1.00000	0.0195258	0.0245243
-6.8	1.9e-02	1.00000	1.00000	0.0188577	0.0237202
-6.7	1.8e-02	1.00000	1.00000	0.0182047	0.0229264
-6.6	1.7e-02	1.00000	1.00000	0.0175579	0.0221419
-6.5	1.7e-02	1.00000	1.00000	0.0169347	0.0213783
-6.4	1.6e-02	1.00000	1.00000	0.016318	0.0206191
-6.3	1.6e-02	1.00000	1.00000	0.0157074	0.0199038
-6.2	1.5e-02	1.00000	1.00000	0.0151137	0.0192001
-6.1	1.5e-02	1.00000	1.00000	0.0145578	0.0185242
-6	1.4e-02	1.00000	1.00000	0.0140146	0.017869
-5.9	1.4e-02	1.00000	1.00000	0.0134809	0.0172386
-5.8	1.3e-02	1.00000	1.00000	0.0129697	0.0166379
-5.7	1.3e-02	1.00000	1.00000	0.0124664	0.0160559
-5.6	1.2e-02	1.00000	1.00000	0.0119935	0.0155056
-5.5	1.2e-02	1.00000	1.00000	0.0115533	0.0149682
-5.4	1.1e-02	1.00000	1.00000	0.0111307	0.0144826
-5.3	1.1e-02	1.00000	1.00000	0.010731	0.0140136
-5.2	1.1e-02	1.00000	1.00000	0.0103515	0.0135711
-5.1	1.0e-02	1.00000	1.00000	0.0100024	0.0131645
-5	1.0e-02	1.00000	1.00000	0.00968256	0.0127822
-4.9	9.8e-03	1.00000	1.00000	0.0093891	0.0124235
-4.8	9.6e-03	1.00000	1.00000	0.00910146	0.012094
-4.7	9.3e-03	1.00000	1.00000	0.00883489	0.0117684
-4.6	9.1e-03	1.00000	1.00000	0.00858283	0.011479
-4.5	8.9e-03	1.00000	1.00000	0.00835621	0.0112006
-4.4	8.6e-03	1.00000	1.00000	0.00815935	0.0109433
-4.3	8.5e-03	1.00000	1.00000	0.00796855	0.0107048
-4.2	8.3e-03	1.00000	1.00000	0.00778555	0.0104733
-4.1	8.1e-03	1.00000	1.00000	0.00761975	0.0102538
-4	7.9e-03	1.00000	1.00000	0.00746064	0.0100451
-3.9	7.7e-03	1.00000	1.00000	0.00731273	0.00983922
-3.8	7.6e-03	1.00000	1.00000	0.00716247	0.00964123
-3.7	7.4e-03	1.00000	1.00000	0.00702043	0.00945291
-3.6	7.3e-03	1.00000	1.00000	0.00688685	0.00926906
-3.5	7.1e-03	1.00000	1.00000	0.00675448	0.00908425
-3.4	7.0e-03	1.00000	1.00000	0.00662225	0.0089036
-3.3	6.8e-03	1.00000	1.00000	0.0064854	0.008726
-3.2	6.7e-03	1.00000	1.00000	0.00635841	0.00855215
-3.1	6.5e-03	1.00000	1.00000	0.00622709	0.0083835
-3	6.4e-03	1.00000	1.00000	0.00609654	0.00821102
-2.9	6.2e-03	1.00000	1.00000	0.00595936	0.00803609
-2.8	6.1e-03	1.00000	1.00000	0.00582886	0.0078658
-2.7	6.0e-03	1.00000	1.00000	0.00569364	0.00769063
-2.6	5.8e-03	1.00000	1.00000	0.00556867	0.00751548
-2.5	5.7e-03	1.00000	1.00000	0.0054387	0.00733932
-2.4	5.5e-03	1.00000	1.00000	0.00530945	0.007166
-2.3	5.4e-03	1.00000	1.00000	0.00517967	0.00699204
-2.2	5.2e-03	1.00000	1.00000	0.00504172	0.00682206
-2.1	5.1e-03	1.00000	1.00000	0.00491276	0.00664763
-2	5.0e-03	1.00000	1.00000	0.00477904	0.00647129
-1.9	4.8e-03	1.00000	1.00000	0.00464368	0.00629672
-1.8	4.7e-03	1.00000	1.00000	0.0045101	0.00612424
-1.7	4.5e-03	1.00000	1.00000	0.00438383	0.00595226
-1.6	4.4e-03	1.00000	1.00000	0.00425583	0.00577921
-1.5	4.2e-03	1.00000	1.00000	0.00412278	0.0056158
-1.4	4.1e-03	1.00000	1.00000	0.00399584	0.00544856
-1.3	4.0e-03	1.00000	1.00000	0.00386755	0.00528462
-1.2	3.8e-03	1.00000	1.00000	0.0037371	0.0051207
-1.1	3.7e-03	1.00000	1.00000	0.00361165	0.00495808
-1	3.6e-03	1.00000	1.00000	0.00349134	0.0047976
-0.9	3.5e-03	1.00000	1.00000	0.00337469	0.00463531
-0.8	3.3e-03	1.00000	1.00000	0.00326121	0.00447529
-0.7	3.2e-03	1.00000	1.00000	0.0031499	0.00431512
-0.6	3.1e-03	1.00000	1.00000	0.00303805	0.0041612
-0.5	3.0e-03	1.00000	1.00000	0.00293309	0.0040089
-0.4	2.9e-03	1.00000	1.00000	0.00282749	0.00385844
-0.3	2.8e-03	1.00000	1.00000	0.00272483	0.00370933
-0.2	2.6e-03	1.00000	1.00000	0.00261914	0.00356311
-0.1	2.5e-03	1.00000	1.00000	0.0025174	0.00342164
0	2.4e-03	1.00000	1.00000	0.00241623	0.00328153
0.1	2.3e-03	1.00000	1.00000	0.00232011	0.00314083
0.2	2.2e-03	1.00000	1.00000	0.00222375	0.00300459
0.3	2.1e-03	1.00000	1.00000	0.00213104	0.00286945
0.4	2.0e-03	1.00000	1.00000	0.00203983	0.00273815
0.5	1.9e-03	1.00000	1.00000	0.00195106	0.00261042
0.6	1.9e-03	1.00000	1.00000	0.00186143	0.00248629
0.7	1.8e-03	1.00000	1.00000	0.00177161	0.00236281
0.8	1.7e-03	1.00000	1.00000	0.00168977	0.00223865
0.9	1.6e-03	1.00000	1.00000	0.00160414	0.00212472
1	1.5e-03	1.00000	1.00000	0.00152239	0.0020142
1.1	1.4e-03	1.00000	1.00000	0.00144402	0.00190656
1.2	1.3e-03	1.00000	1.00000	0.00136232	0.0018046
1.3	1.3e-03	1.00000	1.00000	0.00128481	0.00170557
1.4	1.2e-03	1.00000	1.00000	0.00121037	0.00161469
1.5	1.1e-03	1.00000	1.00000	0.00113661	0.00152905
1.6	1.1e-03	1.00000	1.00000	0.00107208	0.00144539
1.7	1.0e-03	1.00000	1.00000	0.0010103	0.00136658
1.8	9.6e-04	1.00000	1.00000	0.000949999	0.0012794
1.9	9.1e-04	1.00000	1.00000	0.000892153	0.0012096
2	8.6e-04	1.00000	1.00000	0.000839261	0.00114681
2.1	8.1e-04	1.00000	1.00000	0.000789926	0.0010875
2.2	7.7e-04	1.00000	1.00000	0.000746362	0.00103165
2.3	7.3e-04	1.00000	1.00000	0.000702221	0.000979907
2.4	6.9e-04	1.00000	1.00000	0.00066409	0.000932905
2.5	6.6e-04	1.00000	1.00000	0.000628412	0.000889268
2.6	6.3e-04	1.00000	1.00000	0.000595907	0.000849118
2.7	6.0e-04	1.00000	1.00000	0.000566191	0.000813295
2.8	5.8e-04	1.00000	1.00000	0.000537196	0.000780622
2.9	5.5e-04	1.00000	1.00000	0.000512192	0.000749944
3	5.3e-04	1.00000	1.00000	0.000491805	0.000723186
3.1	5.1e-04	1.00000	1.00000	0.000473869	0.000697172
3.2	4.9e-04	1.00000	1.00000	0.000457905	0.000674741
3.3	4.8e-04	1.00000	1.00000	0.00044223	0.000652983
3.4	4.6e-04	1.00000	1.00000	0.000427516	0.000632571
3.5	4.5e-04	1.00000	1.00000	0.000405878	0.000615814
3.6	4.4e-04	1.00000	1.00000	0.000395156	0.000598407
3.7	4.2e-04	1.00000	1.00000	0.000385154	0.000582804
3.8	4.1e-04	1.00000	1.00000	0.00037246	0.000567032
3.9	4.0e-04	1.00000	1.00000	0.000362843	0.000551742
4	3.9e-04	1.00000	1.00000	0.00035438	0.000536403
4.1	3.8e-04	1.00000	1.00000	0.000347312	0.000521953
4.2	3.7e-04	1.00000	1.00000	0.000328559	0.000508009
4.3	3.6e-04	1.00000	1.00000	0.000323462	0.00049493
4.4	3.5e-04	1.00000	1.00000	0.000315913	0.00048214
4.5	3.5e-04	0.99730	1.00000	0.000308844	0.000469734
4.6	3.4e-04	0.99730	0.99741	0.000302497	0.000457641
4.7	3.3e-04	0.99730	0.99741	0.000295669	0.000445019
4.8	3.2e-04	0.99730	0.99741	0.000289467	0.00043206
4.9	3.1e-04	0.99730	0.99741	0.000284081	0.000420953
5	3.0e-04	0.99459	0.99482	0.000277397	0.000408018
5.1	2.9e-04	0.99189	0.99223	0.000271147	0.000394939
5.2	2.8e-04	0.99189	0.99223	0.000264174	0.000382678
5.3	2.7e-04	0.99189	0.98964	0.000257202	0.000370008
5.4	2.6e-04	0.99189	0.98964	0.000249845	0.000358155
5.5	2.6e-04	0.98919	0.98964	0.000242344	0.000346591
5.6	2.5e-04	0.98919	0.98705	0.00023566	0.000335026
5.7	2.4e-04	0.98378	0.98705	0.000229458	0.000324111
5.8	2.3e-04	0.98108	0.98187	0.000221764	0.000313677
5.9	2.2e-04	0.98108	0.97927	0.000214455	0.000302017
6	2.1e-04	0.98108	0.97668	0.000207435	0.000289899
6.1	2.0e-04	0.97568	0.97668	0.000200607	0.000278095
6.2	2.0e-04	0.97568	0.97409	0.000193539	0.000266843
6.3	1.9e-04	0.97027	0.96373	0.000186999	0.000254798
6.4	1.8e-04	0.95946	0.95855	0.000181133	0.000243979
6.5	1.7e-04	0.94595	0.95337	0.000174882	0.000233545
6.6	1.6e-04	0.93514	0.94041	0.000169112	0.000223399
6.7	1.6e-04	0.93514	0.93264	0.000161947	0.000213638
6.8	1.5e-04	0.92703	0.92746	0.0001556	0.000204622
6.9	1.4e-04	0.92703	0.92746	0.000149686	0.000194861
7	1.4e-04	0.92162	0.92228	0.000143627	0.000185533
7.1	1.3e-04	0.90811	0.90933	0.000138771	0.000174978
7.2	1.2e-04	0.88378	0.88860	0.000132712	0.000165361
7.3	1.2e-04	0.86216	0.88083	0.00012776	0.000157043
7.4	1.1e-04	0.84865	0.85492	0.000122134	0.000147883
7.5	1.0e-04	0.82973	0.82124	0.000116508	0.0001393
7.6	9.8e-05	0.80270	0.81088	0.000110738	0.000130789
7.7	9.2e-05	0.78378	0.77979	0.000104968	0.000121701
7.8	8.7e-05	0.76486	0.75389	0.000100832	0.000114008
7.9	8.1e-05	0.74324	0.73575	9.53509E-05	0.000106362
8	7.6e-05	0.71892	0.71762	9.06386E-05	9.96063e-05
8.1	7.1e-05	0.69459	0.68394	8.59264E-05	9.22735e-05
8.2	6.6e-05	0.65676	0.66580	8.0541E-05	8.53253e-05
8.3	6.0e-05	0.61081	0.64508	7.55883E-05	7.8305e-05
8.4	5.6e-05	0.60811	0.61917	7.05875E-05	7.20541e-05
8.5	5.1e-05	0.59459	0.59585	6.46732E-05	6.55387e-05
8.6	4.7e-05	0.56216	0.56995	5.97205E-05	6.01773e-05
8.7	4.3e-05	0.52973	0.55181	5.53929E-05	5.49121e-05
8.8	3.9e-05	0.50000	0.52850	5.06807E-05	5.00316e-05
8.9	3.5e-05	0.46757	0.48705	4.57761E-05	4.52231e-05
9	3.1e-05	0.44595	0.45855	4.08234E-05	3.98618e-05
9.1	2.9e-05	0.42703	0.44301	3.68325E-05	3.55823e-05
9.2	2.5e-05	0.41081	0.41969	3.29376E-05	3.15192e-05
9.3	2.2e-05	0.38649	0.39896	2.93313E-05	2.79609e-05
9.4	2.0e-05	0.36486	0.37824	2.65905E-05	2.43546e-05
9.5	1.7e-05	0.32703	0.34974	2.39459E-05	2.13734e-05
9.6	1.5e-05	0.30811	0.33420	2.10609E-05	1.90654e-05
9.7	1.3e-05	0.29189	0.31606	1.81758E-05	1.63727e-05
9.8	1.1e-05	0.26216	0.29016	1.55793E-05	1.39204e-05
9.9	9.6e-06	0.24054	0.26684	1.32231E-05	1.1973e-05
10	8.1e-06	0.21622	0.21244	1.05304E-05	9.83321e-06
10.1	6.9e-06	0.18649	0.19171	8.7994E-06	8.24643e-06
10.2	5.8e-06	0.14595	0.17358	7.74155E-06	6.94816e-06
10.3	4.8e-06	0.12162	0.13472	6.29902E-06	5.67393e-06
10.4	3.9e-06	0.09189	0.11140	5.04884E-06	4.73629e-06
10.5	3.2e-06	0.07568	0.09585	4.18332E-06	3.60631e-06
10.6	2.6e-06	0.06486	0.08808	3.17355E-06	3.0293e-06
10.7	2.1e-06	0.05946	0.06736	2.59654E-06	2.33208e-06
10.8	1.7e-06	0.04865	0.06218	1.92337E-06	1.8272e-06
10.9	1.3e-06	0.04054	0.05181	1.58678E-06	1.53869e-06
11	9.9e-07	0.03514	0.04922	1.39444E-06	1.27423e-06
11.1	7.9e-07	0.02432	0.03627	1.10594E-06	9.85725e-07
11.2	6.0e-07	0.01892	0.03109	9.13599E-07	7.45304e-07
11.3	4.5e-07	0.01622	0.02850	5.7701E-07	6.73178e-07
11.4	3.3e-07	0.00811	0.01813	3.36589E-07	5.7701e-07
11.5	2.4e-07	0.00811	0.01554	2.40421E-07	4.08715e-07
11.6	1.8e-07	0.00541	0.01295	1.92337E-07	3.36589e-07
11.7	1.3e-07	0.00541	0.00777	1.44252E-07	2.16379e-07
11.8	9.2e-08	0.00541	0.00518	4.80841E-08	9.61683e-08
11.9	6.4e-08	0.00541	0.00518	0	7.21262e-08
12	4.4e-08	0.00541	0.00518	<NULL>	<NULL>
12.1	2.9e-08	0.00270	0.00518	<NULL>	<NULL>
12.2	2.0e-08	0.00270	0.00518	<NULL>	<NULL>
12.3	1.3e-08	0.00270	0.00259	<NULL>	<NULL>
12.4	7.6e-09	<NULL>	0.00259	<NULL>	<NULL>
12.5	5.2e-09	<NULL>	0.00259	<NULL>	<NULL>
12.6	3.5e-09	<NULL>	<NULL>	<NULL>	<NULL>
12.7	1.5e-09	<NULL>	<NULL>	<NULL>	<NULL>
12.8	1.2e-09	<NULL>	<NULL>	<NULL>	<NULL>
12.9	7.1e-10	<NULL>	<NULL>	<NULL>	<NULL>
13	3.8e-10	<NULL>	<NULL>	<NULL>	<NULL>
13.1	2.1e-10	<NULL>	<NULL>	<NULL>	<NULL>
13.2	9.1e-11	<NULL>	<NULL>	<NULL>	<NULL>
13.3	3.9e-11	<NULL>	<NULL>	<NULL>	<NULL>
13.4	3.9e-11	<NULL>	<NULL>	<NULL>	<NULL>
13.5	3.9e-11	<NULL>	<NULL>	<NULL>	<NULL>
