#score	occ	co	cco	dCDF
1.9	1917	21076222	64956	0.00307249
2	2240	21078462	62716	0.00296653
2.1	1849	21080311	60867	0.00287907
2.2	2169	21082480	58698	0.00277648
2.3	1701	21084181	56997	0.00269602
2.4	1703	21085884	55294	0.00261546
2.5	1559	21087443	53735	0.00254172
2.6	1538	21088981	52197	0.00246897
2.7	1385	21090366	50812	0.00240346
2.8	1439	21091805	49373	0.00233539
2.9	1254	21093059	48119	0.00227608
3	1256	21094315	46863	0.00221667
3.1	1497	21095812	45366	0.00214586
3.2	1193	21097005	44173	0.00208943
3.3	1150	21098155	43023	0.00203503
3.4	1063	21099218	41960	0.00198475
3.5	979	21100197	40981	0.00193844
3.6	965	21101162	40016	0.0018928
3.7	1028	21102190	38988	0.00184417
3.8	775	21102965	38213	0.00180752
3.9	814	21103779	37399	0.00176901
4	902	21104681	36497	0.00172635
4.1	1291	21105972	35206	0.00166528
4.2	935	21106907	34271	0.00162105
4.3	737	21107644	33534	0.00158619
4.4	929	21108573	32605	0.00154225
4.5	514	21109087	32091	0.00151794
4.6	832	21109919	31259	0.00147858
4.7	1093	21111012	30166	0.00142688
4.8	763	21111775	29403	0.00139079
4.9	1122	21112897	28281	0.00133772
5	832	21113729	27449	0.00129837
5.1	742	21114471	26707	0.00126327
5.2	727	21115198	25980	0.00122888
5.3	903	21116101	25077	0.00118617
5.4	750	21116851	24327	0.00115069
5.5	816	21117667	23511	0.0011121
5.6	1007	21118674	22504	0.00106446
5.7	753	21119427	21751	0.00102885
5.8	799	21120226	20952	0.000991052
5.9	781	21121007	20171	0.00095411
6	615	21121622	19556	0.000925019
6.1	802	21122424	18754	0.000887084
6.2	853	21123277	17901	0.000846736
6.3	748	21124025	17153	0.000811355
6.4	681	21124706	16472	0.000779143
6.5	436	21125142	16036	0.00075852
6.6	1228	21126370	14808	0.000700434
6.7	729	21127099	14079	0.000665952
6.8	639	21127738	13440	0.000635726
6.9	910	21128648	12530	0.000592682
7	645	21129293	11885	0.000562173
7.1	716	21130009	11169	0.000528305
7.2	523	21130532	10646	0.000503567
7.3	1239	21131771	9407	0.000444961
7.4	666	21132437	8741	0.000413459
7.5	570	21133007	8171	0.000386497
7.6	492	21133499	7679	0.000363225
7.7	381	21133880	7298	0.000345203
7.8	412	21134292	6886	0.000325715
7.9	477	21134769	6409	0.000303152
8	284	21135053	6125	0.000289719
8.1	576	21135629	5549	0.000262474
8.2	393	21136022	5156	0.000243884
8.3	412	21136434	4744	0.000224396
8.4	276	21136710	4468	0.000211341
8.5	316	21137026	4152	0.000196394
8.6	351	21137377	3801	0.000179791
8.7	189	21137566	3612	0.000170851
8.8	320	21137886	3292	0.000155715
8.9	219	21138105	3073	0.000145356
9	271	21138376	2802	0.000132538
9.1	296	21138672	2506	0.000118536
9.2	328	21139000	2178	0.000103022
9.3	144	21139144	2034	9.62103E-05
9.4	210	21139354	1824	8.62771E-05
9.5	261	21139615	1563	7.39315E-05
9.6	90	21139705	1473	6.96745E-05
9.7	321	21140026	1152	5.44908E-05
9.8	165	21140191	987	4.66861E-05
9.9	49	21140240	938	4.43684E-05
10	340	21140580	598	2.8286E-05
10.1	99	21140679	499	2.36032E-05
10.2	0	21140679	499	2.36032E-05
10.3	127	21140806	372	1.7596E-05
10.4	53	21140859	319	1.5089E-05
10.5	0	21140859	319	1.5089E-05
10.6	144	21141003	175	8.27768E-06
10.7	36	21141039	139	6.57485E-06
10.8	58	21141097	81	3.83139E-06
10.9	61	21141158	20	9.46021E-07
11	0	21141158	20	9.46021E-07
11.1	0	21141158	20	9.46021E-07
11.2	20	21141178	0	0
