#weight	occ	cum	dcum	dCDF
-5.8	24388	41303641	1003103	0.0237239
-5.7	24164	41327805	978715	0.0231471
-5.6	23698	41351503	954551	0.0225756
-5.5	24230	41375733	930853	0.0220152
-5.4	22715	41398448	906623	0.0214421
-5.3	20807	41419255	883908	0.0209049
-5.2	21294	41440549	863101	0.0204128
-5.1	19947	41460496	841807	0.0199092
-5	19196	41479692	821860	0.0194374
-4.9	18083	41497775	802664	0.0189834
-4.8	17961	41515736	784581	0.0185558
-4.7	17775	41533511	766620	0.018131
-4.6	15878	41549389	748845	0.0177106
-4.5	16443	41565832	732967	0.0173351
-4.4	15818	41581650	716524	0.0169462
-4.3	15756	41597406	700706	0.0165721
-4.2	15131	41612537	684950	0.0161994
-4.1	14381	41626918	669819	0.0158416
-4	14635	41641553	655438	0.0155015
-3.9	13291	41654844	640803	0.0151553
-3.8	13109	41667953	627512	0.014841
-3.7	13425	41681378	614403	0.014531
-3.6	13766	41695144	600978	0.0142134
-3.5	12799	41707943	587212	0.0138879
-3.4	12579	41720522	574413	0.0135852
-3.3	14099	41734621	561834	0.0132877
-3.2	12943	41747564	547735	0.0129542
-3.1	12930	41760494	534792	0.0126481
-3	13291	41773785	521862	0.0123423
-2.9	12962	41786747	508571	0.012028
-2.8	12678	41799425	495609	0.0117214
-2.7	13456	41812881	482931	0.0114216
-2.6	13260	41826141	469475	0.0111033
-2.5	12167	41838308	456215	0.0107897
-2.4	12086	41850394	444048	0.010502
-2.3	12211	41862605	431962	0.0102161
-2.2	13136	41875741	419751	0.00992733
-2.1	12678	41888419	406615	0.00961666
-2	11590	41900009	393937	0.00931682
-1.9	12413	41912422	382347	0.00904271
-1.8	11801	41924223	369934	0.00874913
-1.7	11011	41935234	358133	0.00847003
-1.6	10828	41946062	347122	0.00820962
-1.5	11211	41957273	336294	0.00795353
-1.4	11437	41968710	325083	0.00768838
-1.3	10687	41979397	313646	0.00741789
-1.2	10053	41989450	302959	0.00716514
-1.1	11917	42001367	292906	0.00692738
-1	9621	42010988	280989	0.00664554
-0.9	10145	42021133	271368	0.006418
-0.8	10260	42031393	261223	0.00617806
-0.7	9118	42040511	250963	0.00593541
-0.6	8859	42049370	241845	0.00571976
-0.5	9324	42058694	232986	0.00551024
-0.4	9715	42068409	223662	0.00528972
-0.3	8453	42076862	213947	0.00505996
-0.2	9073	42085935	205494	0.00486004
-0.1	8135	42094070	196421	0.00464546
0	7458	42101528	188286	0.00445306
0.1	7480	42109008	180828	0.00427668
0.2	6954	42115962	173348	0.00409977
0.3	7701	42123663	166394	0.00393531
0.4	6687	42130350	158693	0.00375317
0.5	5539	42135889	152006	0.00359502
0.6	5798	42141687	146467	0.00346402
0.7	5856	42147543	140669	0.0033269
0.8	5845	42153388	134813	0.0031884
0.9	5370	42158758	128968	0.00305016
1	4967	42163725	123598	0.00292316
1.1	4339	42168064	118631	0.00280569
1.2	3946	42172010	114292	0.00270307
1.3	4332	42176342	110346	0.00260974
1.4	4126	42180468	106014	0.00250729
1.5	4028	42184496	101888	0.0024097
1.6	3457	42187953	97860	0.00231444
1.7	3973	42191926	94403	0.00223268
1.8	3292	42195218	90430	0.00213872
1.9	2995	42198213	87138	0.00206086
2	2724	42200937	84143	0.00199003
2.1	3116	42204053	81419	0.0019256
2.2	2929	42206982	78303	0.00185191
2.3	2610	42209592	75374	0.00178263
2.4	2292	42211884	72764	0.00172091
2.5	2324	42214208	70472	0.0016667
2.6	1974	42216182	68148	0.00161174
2.7	1885	42218067	66174	0.00156505
2.8	1826	42219893	64289	0.00152047
2.9	4361	42224254	62463	0.00147728
3	1737	42225991	58102	0.00137414
3.1	1790	42227781	56365	0.00133306
3.2	1571	42229352	54575	0.00129073
3.3	1400	42230752	53004	0.00125357
3.4	1607	42232359	51604	0.00122046
3.5	1550	42233909	49997	0.00118246
3.6	1273	42235182	48447	0.0011458
3.7	1091	42236273	47174	0.00111569
3.8	1426	42237699	46083	0.00108989
3.9	1198	42238897	44657	0.00105616
4	1353	42240250	43459	0.00102783
4.1	1162	42241412	42106	0.000995829
4.2	1263	42242675	40944	0.000968347
