#score	occ	co	cco	dCDF
-28.3	86563	6616346	14524832	0.68704
-28.2	84770	6701116	14440062	0.68303
-28.1	84681	6785797	14355381	0.679025
-28	85080	6870877	14270301	0.675
-27.9	85856	6956733	14184445	0.670939
-27.8	82939	7039672	14101506	0.667016
-27.7	82663	7122335	14018843	0.663106
-27.6	83162	7205497	13935681	0.659172
-27.5	82992	7288489	13852689	0.655247
-27.4	83243	7371732	13769446	0.651309
-27.3	83390	7455122	13686056	0.647365
-27.2	84790	7539912	13601266	0.643354
-27.1	83023	7622935	13518243	0.639427
-27	82429	7705364	13435814	0.635528
-26.9	82047	7787411	13353767	0.631647
-26.8	84525	7871936	13269242	0.627649
-26.7	84243	7956179	13184999	0.623664
-26.6	83755	8039934	13101244	0.619703
-26.5	83070	8123004	13018174	0.615773
-26.4	85149	8208153	12933025	0.611746
-26.3	84811	8292964	12848214	0.607734
-26.2	86087	8379051	12762127	0.603662
-26.1	85439	8464490	12676688	0.599621
-26	83820	8548310	12592868	0.595656
-25.9	83397	8631707	12509471	0.591711
-25.8	83427	8715134	12426044	0.587765
-25.7	82622	8797756	12343422	0.583857
-25.6	84201	8881957	12259221	0.579874
-25.5	83676	8965633	12175545	0.575916
-25.4	84037	9049670	12091508	0.571941
-25.3	84219	9133889	12007289	0.567957
-25.2	85629	9219518	11921660	0.563907
-25.1	87741	9307259	11833919	0.559757
-25	89217	9396476	11744702	0.555537
-24.9	91026	9487502	11653676	0.551231
-24.8	90968	9578470	11562708	0.546928
-24.7	92318	9670788	11470390	0.542562
-24.6	92072	9762860	11378318	0.538206
-24.5	93611	9856471	11284707	0.533779
-24.4	95186	9951657	11189521	0.529276
-24.3	97076	10048733	11092445	0.524684
-24.2	98677	10147410	10993768	0.520017
-24.1	98837	10246247	10894931	0.515342
-24	101184	10347431	10793747	0.510556
-23.9	101132	10448563	10692615	0.505772
-23.8	104207	10552770	10588408	0.500843
-23.7	104910	10657680	10483498	0.495881
-23.6	101851	10759531	10381647	0.491063
-23.5	102896	10862427	10278751	0.486196
-23.4	101591	10964018	10177160	0.48139
-23.3	100595	11064613	10076565	0.476632
-23.2	101184	11165797	9975381	0.471846
-23.1	100683	11266480	9874698	0.467084
-23	103439	11369919	9771259	0.462191
-22.9	104006	11473925	9667253	0.457271
-22.8	102888	11576813	9564365	0.452405
-22.7	102330	11679143	9462035	0.447564
-22.6	101604	11780747	9360431	0.442758
-22.5	100759	11881506	9259672	0.437992
-22.4	103183	11984689	9156489	0.433112
-22.3	101747	12086436	9054742	0.428299
-22.2	101593	12188029	8953149	0.423493
-22.1	98674	12286703	8854475	0.418826
-22	99925	12386628	8754550	0.414099
-21.9	99987	12486615	8654563	0.40937
-21.8	101351	12587966	8553212	0.404576
-21.7	99703	12687669	8453509	0.39986
-21.6	97275	12784944	8356234	0.395259
