#key	theor	matrix_sites_cv_loo	matrix_sites	sequence_set1	sequence_set1_2perm
-51.4	<NULL>	<NULL>	<NULL>	<NULL>	      1
-51.3	<NULL>	<NULL>	<NULL>	<NULL>	      1
-51.2	<NULL>	<NULL>	<NULL>	<NULL>	      1
-51.1	<NULL>	<NULL>	<NULL>	<NULL>	      1
-11.2	7.7e-02	1.00000	1.00000	0.0923724	0.0873751
-11.1	7.5e-02	1.00000	1.00000	0.0909059	0.0859667
-11	7.4e-02	1.00000	1.00000	0.0894611	0.0846059
-10.9	7.2e-02	1.00000	1.00000	0.0880484	0.0832686
-10.8	7.1e-02	1.00000	1.00000	0.0866411	0.081873
-10.7	7.0e-02	1.00000	1.00000	0.0852452	0.0805227
-10.6	6.8e-02	1.00000	1.00000	0.0838836	0.0791596
-10.5	6.7e-02	1.00000	1.00000	0.0824456	0.0778027
-10.4	6.6e-02	1.00000	1.00000	0.0810939	0.0763986
-10.3	6.4e-02	1.00000	1.00000	0.0797083	0.0750093
-10.2	6.3e-02	1.00000	1.00000	0.0783679	0.0736247
-10.1	6.2e-02	1.00000	1.00000	0.0770311	0.072241
-10	6.0e-02	1.00000	1.00000	0.0756676	0.0709055
-9.9	5.9e-02	1.00000	1.00000	0.0743726	0.0695034
-9.8	5.8e-02	1.00000	1.00000	0.0730617	0.0681631
-9.7	5.7e-02	1.00000	1.00000	0.071694	0.0667716
-9.6	5.5e-02	1.00000	1.00000	0.070355	0.0653724
-9.5	5.4e-02	1.00000	1.00000	0.068932	0.0639828
-9.4	5.3e-02	1.00000	1.00000	0.0675782	0.0625901
-9.3	5.2e-02	1.00000	1.00000	0.0662136	0.0612135
-9.2	5.0e-02	1.00000	1.00000	0.0647983	0.0598533
-9.1	4.9e-02	1.00000	1.00000	0.0634667	0.0584836
-9	4.8e-02	1.00000	1.00000	0.0620946	0.0571151
-8.9	4.7e-02	1.00000	1.00000	0.0607318	0.0558329
-8.8	4.6e-02	1.00000	1.00000	0.0594312	0.0545649
-8.7	4.4e-02	1.00000	1.00000	0.0581184	0.0532721
-8.6	4.3e-02	1.00000	1.00000	0.0568557	0.0519734
-8.5	4.2e-02	1.00000	1.00000	0.0555332	0.0507282
-8.4	4.1e-02	1.00000	1.00000	0.0542118	0.0494942
-8.3	4.0e-02	1.00000	1.00000	0.0529358	0.0483029
-8.2	3.9e-02	1.00000	1.00000	0.0503327	0.0471225
-8.1	3.8e-02	1.00000	1.00000	0.0490042	0.0446563
-8	3.7e-02	1.00000	1.00000	0.0476251	0.043443
-7.9	3.6e-02	1.00000	1.00000	0.0463587	0.0422305
-7.8	3.5e-02	1.00000	1.00000	0.0451384	0.0410705
-7.7	3.4e-02	1.00000	1.00000	0.0440019	0.039958
-7.6	3.3e-02	1.00000	1.00000	0.0429798	0.0388814
-7.5	3.2e-02	1.00000	1.00000	0.0418925	0.0378003
-7.4	3.1e-02	1.00000	1.00000	0.0408661	0.0367008
-7.3	3.0e-02	1.00000	1.00000	0.0397915	0.0356904
-7.2	2.9e-02	1.00000	1.00000	0.0387751	0.0346672
-7.1	2.9e-02	1.00000	1.00000	0.0377988	0.0337374
-7	2.8e-02	1.00000	1.00000	0.0367709	0.0328306
-6.9	2.7e-02	1.00000	1.00000	0.0358491	0.0319039
-6.8	2.6e-02	1.00000	1.00000	0.0349149	0.0309977
-6.7	2.6e-02	1.00000	1.00000	0.0340377	0.0300991
-6.6	2.5e-02	1.00000	1.00000	0.0331846	0.0292705
-6.5	2.4e-02	1.00000	1.00000	0.0324099	0.0284961
-6.4	2.4e-02	1.00000	1.00000	0.0315738	0.0277441
-6.3	2.3e-02	1.00000	1.00000	0.0308136	0.027045
-6.2	2.2e-02	1.00000	1.00000	0.0300839	0.0263425
-6.1	2.2e-02	1.00000	1.00000	0.0293727	0.0256807
-6	2.1e-02	1.00000	1.00000	0.0286502	0.0249914
-5.9	2.1e-02	1.00000	1.00000	0.027932	0.0243383
-5.8	2.0e-02	1.00000	1.00000	0.0272298	0.0237239
-5.7	2.0e-02	1.00000	1.00000	0.0265387	0.0231471
-5.6	1.9e-02	1.00000	1.00000	0.0259074	0.0225756
-5.5	1.9e-02	1.00000	1.00000	0.0252706	0.0220152
-5.4	1.8e-02	1.00000	1.00000	0.0246642	0.0214421
-5.3	1.8e-02	1.00000	1.00000	0.0241248	0.0209049
-5.2	1.7e-02	1.00000	1.00000	0.0235345	0.0204128
-5.1	1.7e-02	1.00000	1.00000	0.0229849	0.0199092
-5	1.6e-02	1.00000	1.00000	0.0224622	0.0194374
-4.9	1.6e-02	1.00000	1.00000	0.0219645	0.0189834
-4.8	1.5e-02	1.00000	1.00000	0.0214795	0.0185558
-4.7	1.5e-02	1.00000	1.00000	0.0210213	0.018131
-4.6	1.5e-02	1.00000	1.00000	0.0205322	0.0177106
-4.5	1.4e-02	1.00000	1.00000	0.0200772	0.0173351
-4.4	1.4e-02	1.00000	1.00000	0.0196399	0.0169462
-4.3	1.4e-02	1.00000	1.00000	0.0192273	0.0165721
-4.2	1.3e-02	1.00000	1.00000	0.0188442	0.0161994
-4.1	1.3e-02	1.00000	1.00000	0.0184779	0.0158416
-4	1.3e-02	1.00000	1.00000	0.0181158	0.0155015
-3.9	1.2e-02	1.00000	1.00000	0.0177469	0.0151553
-3.8	1.2e-02	1.00000	1.00000	0.0173866	0.014841
-3.7	1.2e-02	1.00000	1.00000	0.0170193	0.014531
-3.6	1.1e-02	1.00000	1.00000	0.016692	0.0142134
-3.5	1.1e-02	1.00000	1.00000	0.0163555	0.0138879
-3.4	1.1e-02	1.00000	1.00000	0.016005	0.0135852
-3.3	1.0e-02	1.00000	1.00000	0.0156452	0.0132877
-3.2	1.0e-02	1.00000	1.00000	0.0153205	0.0129542
-3.1	9.9e-03	1.00000	1.00000	0.0149916	0.0126481
-3	9.6e-03	1.00000	1.00000	0.014679	0.0123423
-2.9	9.3e-03	1.00000	1.00000	0.014351	0.012028
-2.8	9.0e-03	1.00000	1.00000	0.0140378	0.0117214
-2.7	8.8e-03	1.00000	1.00000	0.0136801	0.0114216
-2.6	8.5e-03	1.00000	1.00000	0.0133861	0.0111033
-2.5	8.3e-03	1.00000	1.00000	0.0130894	0.0107897
-2.4	8.0e-03	1.00000	1.00000	0.0127541	0.010502
-2.3	7.8e-03	1.00000	1.00000	0.0124366	0.0102161
-2.2	7.6e-03	1.00000	1.00000	0.0121428	0.00992733
-2.1	7.3e-03	1.00000	1.00000	0.0118339	0.00961666
-2	7.1e-03	1.00000	1.00000	0.0115516	0.00931682
-1.9	6.8e-03	1.00000	1.00000	0.0112227	0.00904271
-1.8	6.6e-03	1.00000	1.00000	0.0107777	0.00874913
-1.7	6.4e-03	1.00000	1.00000	0.0104698	0.00847003
-1.6	6.1e-03	1.00000	1.00000	0.0101785	0.00820962
-1.5	5.9e-03	1.00000	1.00000	0.0098985	0.00795353
-1.4	5.7e-03	1.00000	1.00000	0.00960599	0.00768838
-1.3	5.5e-03	1.00000	1.00000	0.00932247	0.00741789
-1.2	5.3e-03	1.00000	1.00000	0.00903095	0.00716514
-1.1	5.1e-03	1.00000	1.00000	0.00873882	0.00692738
-1	4.9e-03	1.00000	1.00000	0.00847668	0.00664554
-0.9	4.7e-03	1.00000	1.00000	0.00819926	0.006418
-0.8	4.5e-03	1.00000	1.00000	0.00791701	0.00617806
-0.7	4.3e-03	1.00000	1.00000	0.00764234	0.00593541
-0.6	4.1e-03	1.00000	1.00000	0.00736581	0.00571976
-0.5	4.0e-03	1.00000	1.00000	0.00706531	0.00551024
-0.4	3.8e-03	1.00000	1.00000	0.00678652	0.00528972
-0.3	3.7e-03	1.00000	1.00000	0.00655172	0.00505996
-0.2	3.5e-03	1.00000	1.00000	0.00629672	0.00486004
-0.1	3.4e-03	1.00000	1.00000	0.00610094	0.00464546
0	3.2e-03	1.00000	1.00000	0.00589239	0.00445306
0.1	3.1e-03	1.00000	1.00000	0.00567296	0.00427668
0.2	3.0e-03	1.00000	1.00000	0.00549449	0.00409977
0.3	2.8e-03	1.00000	1.00000	0.00532236	0.00393531
0.4	2.7e-03	1.00000	1.00000	0.00514423	0.00375317
0.5	2.6e-03	1.00000	1.00000	0.00495076	0.00359502
0.6	2.5e-03	1.00000	1.00000	0.00476539	0.00346402
0.7	2.4e-03	1.00000	1.00000	0.00455973	0.0033269
0.8	2.3e-03	1.00000	1.00000	0.00442028	0.0031884
0.9	2.2e-03	1.00000	1.00000	0.00427829	0.00305016
1	2.1e-03	1.00000	1.00000	0.00413496	0.00292316
1.1	2.0e-03	1.00000	1.00000	0.00400824	0.00280569
1.2	1.9e-03	1.00000	1.00000	0.00386842	0.00270307
1.3	1.9e-03	1.00000	1.00000	0.00374468	0.00260974
1.4	1.8e-03	1.00000	1.00000	0.00362071	0.00250729
1.5	1.7e-03	1.00000	1.00000	0.00350321	0.0024097
1.6	1.7e-03	1.00000	1.00000	0.00338496	0.00231444
1.7	1.6e-03	1.00000	1.00000	0.00326883	0.00223268
1.8	1.5e-03	1.00000	1.00000	0.00316316	0.00213872
1.9	1.5e-03	1.00000	1.00000	0.00307249	0.00206086
2	1.4e-03	1.00000	1.00000	0.00296653	0.00199003
2.1	1.3e-03	1.00000	1.00000	0.00287907	0.0019256
2.2	1.3e-03	1.00000	1.00000	0.00277648	0.00185191
2.3	1.2e-03	1.00000	1.00000	0.00269602	0.00178263
2.4	1.2e-03	1.00000	1.00000	0.00261546	0.00172091
2.5	1.2e-03	1.00000	1.00000	0.00254172	0.0016667
2.6	1.1e-03	1.00000	1.00000	0.00246897	0.00161174
2.7	1.1e-03	1.00000	1.00000	0.00240346	0.00156505
2.8	1.0e-03	1.00000	1.00000	0.00233539	0.00152047
2.9	9.9e-04	1.00000	1.00000	0.00227608	0.00147728
3	9.5e-04	1.00000	1.00000	0.00221667	0.00137414
3.1	9.2e-04	1.00000	1.00000	0.00214586	0.00133306
3.2	8.9e-04	1.00000	1.00000	0.00208943	0.00129073
3.3	8.5e-04	1.00000	1.00000	0.00203503	0.00125357
3.4	8.2e-04	1.00000	1.00000	0.00198475	0.00122046
3.5	8.0e-04	1.00000	1.00000	0.00193844	0.00118246
3.6	7.7e-04	1.00000	1.00000	0.0018928	0.0011458
3.7	7.4e-04	1.00000	1.00000	0.00184417	0.00111569
3.8	7.2e-04	1.00000	0.99747	0.00180752	0.00108989
3.9	6.9e-04	1.00000	0.99747	0.00176901	0.00105616
4	6.7e-04	1.00000	0.99495	0.00172635	0.00102783
4.1	6.5e-04	1.00000	0.99495	0.00166528	0.000995829
4.2	6.3e-04	1.00000	0.99495	0.00162105	0.000968347
4.3	6.0e-04	0.99602	0.99495	0.00158619	0.000938477
4.4	5.8e-04	0.99602	0.99242	0.00154225	0.000907116
4.5	5.6e-04	0.99203	0.98990	0.00151794	0.000872066
4.6	5.4e-04	0.99203	0.98232	0.00147858	0.000842361
4.7	5.2e-04	0.99203	0.98232	0.00142688	0.000816369
4.8	5.0e-04	0.98805	0.97980	0.00139079	0.000787846
4.9	4.7e-04	0.98805	0.97475	0.00133772	0.000761642
5	4.6e-04	0.98805	0.97222	0.00129837	0.000713324
5.1	4.4e-04	0.98008	0.96717	0.00126327	0.000683808
5.2	4.2e-04	0.97610	0.96717	0.00122888	0.00066011
5.3	4.0e-04	0.96016	0.96212	0.00118617	0.000635182
5.4	3.8e-04	0.95618	0.95960	0.00115069	0.000612998
5.5	3.7e-04	0.95219	0.94949	0.0011121	0.000584192
5.6	3.5e-04	0.94024	0.94949	0.00106446	0.000558744
5.7	3.3e-04	0.93625	0.94697	0.00102885	0.000535282
5.8	3.1e-04	0.93227	0.93434	0.000991052	0.000515416
5.9	2.9e-04	0.92430	0.93182	0.00095411	0.00049361
6	2.8e-04	0.90837	0.92424	0.000925019	0.000471497
6.1	2.6e-04	0.89243	0.91919	0.000887084	0.00045111
6.2	2.5e-04	0.88446	0.90909	0.000846736	0.000428689
6.3	2.3e-04	0.87649	0.90909	0.000811355	0.000408161
6.4	2.2e-04	0.87251	0.90152	0.000779143	0.000385504
6.5	2.1e-04	0.85657	0.89646	0.00075852	0.000368262
6.6	2.0e-04	0.84462	0.87374	0.000700434	0.000344494
6.7	1.8e-04	0.84064	0.86364	0.000665952	0.000315569
6.8	1.7e-04	0.82470	0.84596	0.000635726	0.000298375
6.9	1.6e-04	0.79681	0.84091	0.000592682	0.000275292
7	1.5e-04	0.77291	0.83586	0.000562173	0.000258287
7.1	1.4e-04	0.76096	0.82828	0.000528305	0.000242323
7.2	1.3e-04	0.74900	0.82323	0.000503567	0.00022442
7.3	1.2e-04	0.74104	0.82071	0.000444961	0.00021075
7.4	1.1e-04	0.72908	0.81818	0.000413459	0.000192941
7.5	1.1e-04	0.70916	0.80556	0.000386497	0.000176693
7.6	9.7e-05	0.70518	0.79040	0.000363225	0.000161722
7.7	9.0e-05	0.68127	0.77273	0.000345203	0.000149873
7.8	8.4e-05	0.65737	0.75000	0.000325715	0.000139633
7.9	7.8e-05	0.62550	0.73485	0.000303152	0.000129345
8	7.2e-05	0.59761	0.69697	0.000289719	0.000121091
8.1	6.6e-05	0.57371	0.68434	0.000262474	0.000112033
8.2	6.1e-05	0.54183	0.64899	0.000243884	0.000101484
8.3	5.5e-05	0.50996	0.64141	0.000224396	9.15275e-05
8.4	5.1e-05	0.47809	0.60354	0.000211341	8.22565e-05
8.5	4.5e-05	0.43028	0.58081	0.000196394	7.20868e-05
8.6	4.1e-05	0.41833	0.52525	0.000179791	6.57485e-05
8.7	3.8e-05	0.38247	0.49495	0.000170851	5.98122e-05
8.8	3.4e-05	0.35857	0.48737	0.000155715	5.24569e-05
8.9	3.2e-05	0.32271	0.47980	0.000145356	4.95242e-05
9	2.9e-05	0.29880	0.45960	0.000132538	4.42738e-05
9.1	2.6e-05	0.25100	0.42424	0.000118536	3.84085e-05
9.2	2.3e-05	0.22311	0.37626	0.000103022	3.23066e-05
9.3	1.9e-05	0.19522	0.33838	9.62103E-05	2.70089e-05
9.4	1.7e-05	0.17530	0.32071	8.62771E-05	2.00793e-05
9.5	1.6e-05	0.15139	0.27778	7.39315E-05	1.58222e-05
9.6	1.3e-05	0.12351	0.24495	6.96745E-05	1.48289e-05
9.7	1.2e-05	0.10359	0.22222	5.44908E-05	1.26767e-05
9.8	1.0e-05	0.08765	0.16919	4.66861E-05	1.12103e-05
9.9	8.0e-06	0.07171	0.16414	4.43684E-05	1.07137e-05
10	7.1e-06	0.05179	0.14646	2.8286E-05	8.75069e-06
10.1	5.4e-06	0.04382	0.11616	2.36032E-05	7.02421e-06
10.2	3.9e-06	0.03586	0.11364	2.36032E-05	5.88898e-06
10.3	3.7e-06	0.02390	0.11364	1.7596E-05	4.20979e-06
10.4	2.9e-06	0.01594	0.05556	1.5089E-05	3.12187e-06
10.5	2.2e-06	0.01195	0.05556	1.5089E-05	2.67251e-06
10.6	2.2e-06	0.00797	0.04040	8.27768E-06	1.44268e-06
10.7	1.6e-06	0.00398	0.03030	6.57485E-06	1.20618e-06
10.8	1.0e-06	0.00398	0.03030	3.83139E-06	9.46021e-07
10.9	1.0e-06	<NULL>	0.01010	9.46021E-07	8.51419e-07
11	1.7e-07	<NULL>	0.00505	9.46021E-07	7.33166e-07
11.1	1.7e-07	<NULL>	0.00505	9.46021E-07	7.09516e-07
11.2	1.7e-07	<NULL>	<NULL>	0	4.4936e-07
11.3	1.7e-07	<NULL>	<NULL>	<NULL>	1.18253e-07
11.4	<NULL>	<NULL>	<NULL>	<NULL>	1.18253e-07
11.5	<NULL>	<NULL>	<NULL>	<NULL>	4.73011e-08
11.6	<NULL>	<NULL>	<NULL>	<NULL>	4.73011e-08
11.7	<NULL>	<NULL>	<NULL>	<NULL>	4.73011e-08
11.8	<NULL>	<NULL>	<NULL>	<NULL>	4.73011e-08
11.9	<NULL>	<NULL>	<NULL>	<NULL>	4.73011e-08
12	<NULL>	<NULL>	<NULL>	<NULL>	4.73011e-08
12.1	<NULL>	<NULL>	<NULL>	<NULL>	4.73011e-08
