#key	theor	matrix_sites_cv_loo	matrix_sites	sequence_set1	sequence_set1_2perm
-51.9	1.0e+00	<NULL>	<NULL>	1	<NULL>
-9.8	5.7e-02	1.00000	1.00000	0.0625427	0.062152
-9.7	5.6e-02	1.00000	1.00000	0.0611642	0.0607557
-9.6	5.4e-02	1.00000	1.00000	0.0596749	0.0593687
-9.5	5.3e-02	1.00000	1.00000	0.0581159	0.0579985
-9.4	5.2e-02	1.00000	1.00000	0.0565788	0.0566506
-9.3	5.1e-02	1.00000	1.00000	0.0550276	0.0552781
-9.2	4.9e-02	1.00000	1.00000	0.0536698	0.0538994
-9.1	4.8e-02	1.00000	1.00000	0.0522937	0.0525759
-9	4.7e-02	1.00000	1.00000	0.0510404	0.0512099
-8.9	4.6e-02	1.00000	1.00000	0.0498366	0.0499168
-8.8	4.4e-02	1.00000	1.00000	0.0486503	0.0485907
-8.7	4.3e-02	1.00000	1.00000	0.047416	0.0473002
-8.6	4.2e-02	1.00000	1.00000	0.0461487	0.0459907
-8.5	4.1e-02	1.00000	1.00000	0.0448659	0.0446997
-8.4	4.0e-02	1.00000	1.00000	0.0435408	0.0434584
-8.3	3.9e-02	1.00000	1.00000	0.042287	0.0422221
-8.2	3.7e-02	1.00000	1.00000	0.0411486	0.0410383
-8.1	3.6e-02	1.00000	1.00000	0.0400679	0.0397599
-8	3.5e-02	1.00000	1.00000	0.039048	0.0385806
-7.9	3.4e-02	1.00000	1.00000	0.0380065	0.0374622
-7.8	3.3e-02	1.00000	1.00000	0.037061	0.0363578
-7.7	3.2e-02	1.00000	1.00000	0.0360952	0.0352926
-7.6	3.1e-02	1.00000	1.00000	0.035153	0.0342511
-7.5	3.0e-02	1.00000	1.00000	0.0342421	0.0332529
-7.4	2.9e-02	1.00000	1.00000	0.0333631	0.0322862
-7.3	2.9e-02	1.00000	1.00000	0.0324975	0.0313789
-7.2	2.8e-02	1.00000	1.00000	0.031695	0.0305263
-7.1	2.7e-02	1.00000	1.00000	0.0309315	0.0296514
-7	2.6e-02	1.00000	1.00000	0.0302004	0.0288304
-6.9	2.5e-02	1.00000	1.00000	0.0294927	0.0280351
-6.8	2.5e-02	1.00000	1.00000	0.0287995	0.0272619
-6.7	2.4e-02	1.00000	1.00000	0.0281003	0.0265555
-6.6	2.3e-02	1.00000	1.00000	0.0274889	0.0258076
-6.5	2.3e-02	1.00000	1.00000	0.0269047	0.0251292
-6.4	2.2e-02	1.00000	1.00000	0.0263523	0.024471
-6.3	2.1e-02	1.00000	1.00000	0.0257901	0.0238562
-6.2	2.1e-02	1.00000	1.00000	0.025246	0.0232766
-6.1	2.0e-02	1.00000	1.00000	0.0247249	0.0226976
-6	2.0e-02	1.00000	1.00000	0.0242364	0.0221659
-5.9	1.9e-02	1.00000	1.00000	0.0237531	0.0216274
-5.8	1.9e-02	1.00000	1.00000	0.0233104	0.0211176
-5.7	1.8e-02	1.00000	1.00000	0.0228864	0.0206303
-5.6	1.8e-02	1.00000	1.00000	0.0224965	0.02015
-5.5	1.7e-02	1.00000	1.00000	0.0221101	0.0196893
-5.4	1.7e-02	1.00000	1.00000	0.0217565	0.0192425
-5.3	1.7e-02	1.00000	1.00000	0.021371	0.0188291
-5.2	1.6e-02	1.00000	1.00000	0.0210255	0.0184335
-5.1	1.6e-02	1.00000	1.00000	0.0206667	0.0180603
-5	1.6e-02	1.00000	1.00000	0.0203035	0.0177008
-4.9	1.5e-02	1.00000	1.00000	0.0199654	0.0172945
-4.8	1.5e-02	1.00000	1.00000	0.0196422	0.0169642
-4.7	1.5e-02	1.00000	1.00000	0.0192891	0.0166194
-4.6	1.4e-02	1.00000	1.00000	0.0189851	0.0163138
-4.5	1.4e-02	1.00000	1.00000	0.0186347	0.0159852
-4.4	1.4e-02	1.00000	1.00000	0.0183135	0.0156518
-4.3	1.3e-02	1.00000	1.00000	0.0179805	0.015334
-4.2	1.3e-02	1.00000	1.00000	0.0176795	0.0150044
-4.1	1.3e-02	1.00000	1.00000	0.0173773	0.0147047
-4	1.3e-02	1.00000	1.00000	0.0170639	0.0143721
-3.9	1.2e-02	1.00000	1.00000	0.0167647	0.0140555
-3.8	1.2e-02	1.00000	1.00000	0.0164362	0.0137598
-3.7	1.2e-02	1.00000	1.00000	0.0161098	0.0134617
-3.6	1.2e-02	1.00000	1.00000	0.0157785	0.0131627
-3.5	1.1e-02	1.00000	1.00000	0.0154368	0.0128522
-3.4	1.1e-02	1.00000	1.00000	0.0150844	0.0125334
-3.3	1.1e-02	1.00000	1.00000	0.0147447	0.012225
-3.2	1.0e-02	1.00000	1.00000	0.0144287	0.0119179
-3.1	1.0e-02	1.00000	1.00000	0.0141103	0.0116165
-3	9.9e-03	1.00000	1.00000	0.0137935	0.0112929
-2.9	9.6e-03	1.00000	1.00000	0.0134854	0.0109792
-2.8	9.3e-03	1.00000	1.00000	0.0131942	0.0106625
-2.7	9.1e-03	1.00000	1.00000	0.0128711	0.0103637
-2.6	8.9e-03	1.00000	1.00000	0.0125682	0.0100541
-2.5	8.6e-03	1.00000	1.00000	0.0122786	0.0097478
-2.4	8.3e-03	1.00000	1.00000	0.0119639	0.00945085
-2.3	8.0e-03	1.00000	1.00000	0.0116471	0.00914885
-2.2	7.8e-03	1.00000	1.00000	0.0113417	0.00886062
-2.1	7.5e-03	1.00000	1.00000	0.0110128	0.00857296
-2	7.3e-03	1.00000	1.00000	0.0107275	0.00829169
-1.9	7.0e-03	1.00000	1.00000	0.0104288	0.00803266
-1.8	6.8e-03	1.00000	1.00000	0.0101598	0.00774498
-1.7	6.5e-03	1.00000	1.00000	0.0098942	0.00746791
-1.6	6.3e-03	1.00000	1.00000	0.00963778	0.00719451
-1.5	6.1e-03	1.00000	1.00000	0.009378	0.00694018
-1.4	5.9e-03	1.00000	1.00000	0.0091326	0.00668697
-1.3	5.6e-03	1.00000	1.00000	0.00887084	0.00643046
-1.2	5.4e-03	1.00000	1.00000	0.00862558	0.00618769
-1.1	5.2e-03	1.00000	1.00000	0.00834783	0.00594546
-1	5.0e-03	1.00000	1.00000	0.00808872	0.00571406
-0.9	4.8e-03	1.00000	1.00000	0.00783528	0.00546996
-0.8	4.6e-03	1.00000	1.00000	0.00762086	0.00524526
-0.7	4.4e-03	1.00000	1.00000	0.00741723	0.00500987
-0.6	4.2e-03	1.00000	1.00000	0.00721142	0.0047897
-0.5	4.0e-03	1.00000	1.00000	0.00701617	0.00459738
-0.4	3.8e-03	1.00000	1.00000	0.00679962	0.00439867
-0.3	3.7e-03	1.00000	1.00000	0.00660526	0.00421112
-0.2	3.5e-03	1.00000	1.00000	0.00642892	0.00401555
-0.1	3.4e-03	1.00000	1.00000	0.00623239	0.00383299
0	3.2e-03	1.00000	1.00000	0.00604474	0.00366782
0.1	3.1e-03	1.00000	1.00000	0.00587139	0.00351336
0.2	2.9e-03	1.00000	1.00000	0.00571666	0.00335334
0.3	2.8e-03	1.00000	1.00000	0.00556994	0.00321444
0.4	2.6e-03	1.00000	1.00000	0.00542259	0.00307386
0.5	2.5e-03	1.00000	1.00000	0.00529507	0.00294364
0.6	2.4e-03	1.00000	1.00000	0.00516168	0.00282134
0.7	2.3e-03	1.00000	1.00000	0.00501973	0.00269524
0.8	2.2e-03	1.00000	1.00000	0.00488937	0.00257885
0.9	2.1e-03	1.00000	1.00000	0.0047643	0.00246505
1	2.0e-03	1.00000	1.00000	0.00464676	0.00237014
1.1	2.0e-03	1.00000	1.00000	0.00453669	0.00227648
1.2	1.9e-03	1.00000	1.00000	0.00444937	0.00218935
1.3	1.8e-03	1.00000	1.00000	0.00433424	0.00209648
1.4	1.7e-03	1.00000	1.00000	0.0042315	0.00201711
1.5	1.6e-03	1.00000	1.00000	0.00414149	0.00194313
1.6	1.6e-03	1.00000	1.00000	0.00405502	0.00187435
1.7	1.5e-03	1.00000	1.00000	0.00396979	0.00180404
1.8	1.5e-03	1.00000	1.00000	0.00391156	0.00174212
1.9	1.4e-03	1.00000	1.00000	0.00385281	0.00167481
2	1.4e-03	1.00000	1.00000	0.0037794	0.00162486
2.1	1.3e-03	1.00000	1.00000	0.00371857	0.00157229
2.2	1.3e-03	1.00000	1.00000	0.0036269	0.00152217
2.3	1.2e-03	1.00000	1.00000	0.00354659	0.00147629
2.4	1.2e-03	1.00000	1.00000	0.00348462	0.00143913
2.5	1.2e-03	1.00000	1.00000	0.00343846	0.00139522
2.6	1.1e-03	1.00000	1.00000	0.00339338	0.0013552
2.7	1.1e-03	1.00000	1.00000	0.00335464	0.00132102
2.8	1.0e-03	1.00000	1.00000	0.00332238	0.00128344
2.9	1.0e-03	1.00000	1.00000	0.00328775	0.00125771
3	9.9e-04	1.00000	1.00000	0.00325564	0.00121989
3.1	9.6e-04	1.00000	1.00000	0.00321326	0.00118879
3.2	9.4e-04	1.00000	1.00000	0.00317135	0.00115663
3.3	9.1e-04	1.00000	0.99768	0.00313691	0.00112274
3.4	8.9e-04	1.00000	0.99768	0.00309808	0.00109623
3.5	8.6e-04	1.00000	0.99768	0.00305442	0.00106172
3.6	8.3e-04	1.00000	0.99768	0.00301771	0.0010345
3.7	8.1e-04	1.00000	0.99768	0.00296696	0.0010047
3.8	7.8e-04	0.99628	0.99768	0.00292827	0.000973479
3.9	7.6e-04	0.99257	0.99304	0.00288981	0.00094945
4	7.3e-04	0.98885	0.99072	0.00284951	0.000922442
4.1	7.1e-04	0.98885	0.98608	0.00280301	0.000891956
4.2	6.9e-04	0.98885	0.98376	0.00276669	0.000857828
4.3	6.6e-04	0.98141	0.98376	0.00272937	0.000830465
4.4	6.4e-04	0.98141	0.98376	0.00269616	0.000802202
4.5	6.2e-04	0.98141	0.98376	0.00265761	0.000772024
4.6	6.0e-04	0.97770	0.98376	0.00261504	0.000742154
4.7	5.8e-04	0.97770	0.98376	0.0025746	0.000711999
4.8	5.6e-04	0.97770	0.98376	0.00252786	0.000685108
4.9	5.4e-04	0.97026	0.98376	0.00248312	0.000659022
5	5.2e-04	0.96654	0.98376	0.00243203	0.000630428
5.1	4.9e-04	0.96654	0.98376	0.0023704	0.000604176
5.2	4.7e-04	0.96283	0.97912	0.00231662	0.000577404
5.3	4.4e-04	0.96283	0.97448	0.00227627	0.000552027
5.4	4.2e-04	0.96283	0.97216	0.00224377	0.000530647
5.5	4.0e-04	0.95911	0.96520	0.00219661	0.000509858
5.6	3.9e-04	0.95539	0.95824	0.0021601	0.000486704
5.7	3.7e-04	0.95539	0.95360	0.00211913	0.000461493
5.8	3.6e-04	0.94796	0.93735	0.00207193	0.000436565
5.9	3.4e-04	0.93680	0.93039	0.00201384	0.000415824
6	3.2e-04	0.92937	0.92575	0.00195401	0.000399055
6.1	3.0e-04	0.92565	0.92343	0.0018998	0.000375334
6.2	2.9e-04	0.92565	0.91415	0.00184947	0.000356484
6.3	2.7e-04	0.89963	0.90487	0.00177369	0.000338865
6.4	2.6e-04	0.88476	0.89791	0.0017236	0.00031985
6.5	2.4e-04	0.87732	0.88167	0.00168013	0.000301048
6.6	2.2e-04	0.87732	0.87703	0.00162839	0.000281962
6.7	2.1e-04	0.84758	0.85615	0.00156969	0.000263278
6.8	1.9e-04	0.81413	0.83991	0.0015212	0.000244807
6.9	1.8e-04	0.80297	0.82599	0.00146515	0.00022643
7	1.7e-04	0.78439	0.81671	0.00141695	0.000211956
7.1	1.6e-04	0.77323	0.80510	0.00135655	0.000199894
7.2	1.5e-04	0.74721	0.78190	0.00130598	0.00018516
7.3	1.4e-04	0.73234	0.76798	0.00126232	0.000166405
7.4	1.3e-04	0.70632	0.75174	0.0012189	0.000154722
7.5	1.2e-04	0.68030	0.73782	0.00116285	0.000143772
7.6	1.1e-04	0.65056	0.71462	0.0011067	0.000132609
7.7	1.0e-04	0.62082	0.68445	0.00104133	0.000122202
7.8	8.8e-05	0.58736	0.66125	0.000963617	0.000110211
7.9	7.6e-05	0.54647	0.63805	0.000914282	0.000103258
8	6.9e-05	0.51673	0.63109	0.00084877	9.50988e-05
8.1	6.2e-05	0.49442	0.60789	0.000802746	8.77198e-05
8.2	5.9e-05	0.47212	0.58701	0.000764669	7.7219e-05
8.3	5.3e-05	0.44238	0.57309	0.00071978	6.97691e-05
8.4	5.0e-05	0.39777	0.55220	0.000696082	6.28158e-05
8.5	4.7e-05	0.36059	0.53132	0.000663965	5.48929e-05
8.6	4.3e-05	0.33086	0.49884	0.00061094	5.04229e-05
8.7	3.9e-05	0.29740	0.45940	0.00056591	4.4463e-05
8.8	3.5e-05	0.27509	0.43387	0.000507257	3.90943e-05
8.9	2.9e-05	0.25651	0.38747	0.000439332	3.57123e-05
9	2.3e-05	0.23792	0.35499	0.000382902	2.98706e-05
9.1	1.8e-05	0.20074	0.33875	0.000349555	2.6796e-05
9.2	1.7e-05	0.17100	0.32715	0.000334702	2.25626e-05
9.3	1.5e-05	0.13755	0.31787	0.000328648	1.76669e-05
9.4	1.4e-05	0.12268	0.30858	0.000319897	1.43795e-05
9.5	1.3e-05	0.10781	0.29930	0.000302538	1.35281e-05
9.6	1.2e-05	0.08178	0.27610	0.000281347	1.08319e-05
9.7	1.1e-05	0.06691	0.23666	0.000250033	9.22371e-06
9.8	9.0e-06	0.06691	0.21578	0.000209449	7.33166e-06
9.9	6.7e-06	0.06691	0.20186	0.000178656	6.22009e-06
10	5.3e-06	0.05576	0.17169	0.000154343	5.22677e-06
10.1	3.9e-06	0.03346	0.15777	0.000139538	3.33472e-06
10.2	3.4e-06	0.01115	0.14385	0.000133909	2.90901e-06
10.3	2.9e-06	<NULL>	0.14153	0.000128612	2.31775e-06
10.4	2.6e-06	<NULL>	0.12993	0.000125159	2.03395e-06
10.5	2.2e-06	<NULL>	0.12297	0.000122321	1.93934e-06
10.6	2.1e-06	<NULL>	0.11601	9.29466E-05	8.75069e-07
10.7	1.8e-06	<NULL>	0.06265	7.40735E-05	6.14914e-07
10.8	1.1e-06	<NULL>	0.03248	2.38397E-05	6.14914e-07
10.9	3.5e-07	<NULL>	0.01392	0	9.46021e-08
11	3.5e-07	<NULL>	<NULL>	<NULL>	4.73011e-08
